step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,origin_is_merchant,dest_is_merchant,amount_z,is_suspicious
1,CASH_OUT,1277212.77,C467632528,1277212.77,0.0,C716083600,0.0,2444985.19,1,0,False,False,3.205387860343168,True
1,TRANSFER,700967.19,C1629454900,15383.0,0.0,C1060830840,50767.43,130747.56,0,0,False,False,1.5317081463707467,True
1,TRANSFER,221654.28,C637091966,22377.0,0.0,C476800120,31493.45,49864.36,0,0,False,False,0.13956507064930068,True
1,TRANSFER,264361.19,C2017860548,29083.86,0.0,C716083600,1277212.77,2444985.19,0,0,False,False,0.2636053954591603,True
1,TRANSFER,281425.06,C310276293,0.0,0.0,C1831477404,299995.48,247063.16,0,0,False,False,0.3131666485985988,True
1,TRANSFER,419757.69,C2114629072,0.0,0.0,C998351292,559328.89,1015132.48,0,0,False,False,0.7149476333854197,True
1,TRANSFER,3776389.09,C197491520,0.0,0.0,C1883840933,10138670.86,16874643.09,0,0,False,False,10.464134571119237,True
1,TRANSFER,1127058.69,C458998685,0.0,0.0,C453211571,1517620.71,3461666.05,0,0,False,False,2.7692719986541428,True
1,TRANSFER,668237.36,C345290829,0.0,0.0,C1789550256,2115891.91,4619798.56,0,0,False,False,1.4366458076491797,True
1,TRANSFER,789419.02,C883678948,0.0,0.0,C1286084959,1967540.22,2107778.11,0,0,False,False,1.7886125612119632,True
1,TRANSFER,569068.84,C1906947271,0.0,0.0,C1782113663,1001253.72,3997768.55,0,0,False,False,1.1486152422977398,True
1,TRANSFER,682894.68,C1177072083,0.0,0.0,C1023714065,2079321.97,1412484.09,0,0,False,False,1.4792173431136293,True
1,TRANSFER,443116.03,C2010070923,0.0,0.0,C564160838,1299990.45,1254956.07,0,0,False,False,0.7827908952982842,True
1,TRANSFER,539430.95,C566891420,0.0,0.0,C1750905143,595549.33,424250.45,0,0,False,False,1.0625333060893163,True
1,TRANSFER,598782.65,C577734751,0.0,0.0,C453211571,2644679.4,3461666.05,0,0,False,False,1.2349176847769185,True
1,TRANSFER,600581.61,C752011518,0.0,0.0,C1782113663,1570322.56,3997768.55,0,0,False,False,1.2401426842610757,True
1,TRANSFER,221297.05,C2103569615,0.0,0.0,C1318822808,595455.57,500631.71,0,0,False,False,0.13852751196777052,True
1,TRANSFER,249592.99,C214320652,0.0,0.0,C1318822808,816752.62,500631.71,0,0,False,False,0.2207118139554418,True
1,TRANSFER,301298.69,C1520491508,213449.0,0.0,C662736689,25871.21,4891090.56,0,0,False,False,0.3708887249640153,True
1,TRANSFER,208376.61,C268379633,133.99,0.0,C716083600,1541573.96,2444985.19,0,0,False,False,0.1010006673825195,True
1,TRANSFER,223848.92,C641664202,0.0,0.0,C1526298704,249663.72,32092.07,0,0,False,False,0.14593930513361977,True
1,TRANSFER,205368.78,C1510087865,0.0,0.0,C985934102,2050726.55,971418.91,0,0,False,False,0.09226455863166774,True
1,TRANSFER,424141.36,C1366722422,0.0,0.0,C2083562754,763134.49,1186556.81,0,0,False,False,0.7276798083580233,True
1,TRANSFER,373185.07,C254918854,0.0,0.0,C401424608,430989.2,1178808.14,0,0,False,False,0.579679525436468,True
1,TRANSFER,2258388.15,C12139181,0.0,0.0,C1789550256,2784129.27,4619798.56,0,0,False,False,6.055168208081682,True
1,TRANSFER,250968.18,C1251219927,0.0,0.0,C1782113663,2239236.52,3997768.55,0,0,False,False,0.22470599228103996,True
1,TRANSFER,1628887.72,C1739555643,0.0,0.0,C451111351,1986951.69,3940085.21,0,0,False,False,4.2268121456752406,True
1,TRANSFER,755499.13,C220165304,0.0,0.0,C1262822392,8637055.36,12494367.15,0,0,False,False,1.6900937460339343,True
1,TRANSFER,289203.45,C1094272405,0.0,0.0,C998351292,979086.58,1015132.48,0,0,False,False,0.33575863715730664,True
1,TRANSFER,902485.36,C973604791,0.0,0.0,C392292416,2016196.28,3420103.09,0,0,False,False,2.117008727983617,True
1,TRANSFER,351854.11,C564526486,0.0,0.0,C451111351,3615839.41,3940085.21,0,0,False,False,0.5177246987607351,True
1,TRANSFER,605790.2,C1466558382,0.0,0.0,C401424608,804174.27,1178808.14,0,0,False,False,1.2552708027646475,True
1,TRANSFER,353312.93,C1551303995,0.0,0.0,C977993101,458701.51,965870.05,0,0,False,False,0.5219617767099269,True
1,TRANSFER,855931.4,C649630909,0.0,0.0,C1234776885,1329839.38,2025098.66,0,0,False,False,1.9817948171765556,True
1,TRANSFER,699928.86,C679449777,0.0,0.0,C998351292,1268290.04,1015132.48,0,0,False,False,1.5286923629656768,True
1,TRANSFER,200774.62,C913746983,23849.03,0.0,C1810132623,255089.02,97128.19,0,0,False,False,0.07892102479537604,True
1,TRANSFER,435589.96,C727497138,0.0,0.0,C401424608,1409964.46,1178808.14,0,0,False,False,0.7609317589818957,True
1,TRANSFER,2223005.62,C248483913,0.0,0.0,C248609774,3831539.16,6453430.91,0,0,False,False,5.952401219933988,True
1,TRANSFER,902505.61,C1731137986,0.0,0.0,C932583850,1571970.16,2719172.89,0,0,False,False,2.1170675432099446,True
1,TRANSFER,1201716.66,C695248316,0.0,0.0,C665576141,4139387.14,5515763.34,0,0,False,False,2.9861127592815153,True
1,TRANSFER,494972.01,C5255258,0.0,0.0,C1234776885,2185770.78,2025098.66,0,0,False,False,0.9334042878975984,True
1,TRANSFER,1417001.19,C1928312257,0.0,0.0,C306206744,2055519.4,3554299.27,0,0,False,False,3.6113971225786483,True
1,TRANSFER,271161.74,C1658487789,0.0,0.0,C1219161283,0.0,0.0,0,0,False,False,0.2833572911333191,True
1,TRANSFER,274108.4,C1568949719,0.0,0.0,C564160838,2062932.43,1254956.07,0,0,False,False,0.2919157343338275,True
1,TRANSFER,378703.81,C347808407,31813.0,0.0,C838411509,6353.62,22774.25,0,0,False,False,0.5957084608509282,True
1,TRANSFER,412906.88,C478182173,10353.0,0.0,C1068824137,20894.07,265092.36,0,0,False,False,0.6950497597717437,True
1,TRANSFER,288638.46,C596333086,0.0,0.0,C747464370,1106431.03,1567434.81,0,0,False,False,0.33411764877593414,True
1,TRANSFER,379953.15,C1490985125,121856.0,0.0,C459857341,19826.79,387263.02,0,0,False,False,0.5993371134366093,True
1,TRANSFER,302151.25,C1857910993,166321.0,0.0,C1234250905,1786.0,193018.94,0,0,False,False,0.37336494764835126,True
1,TRANSFER,273951.34,C866273692,0.0,0.0,C1262822392,9392554.49,12494367.15,0,0,False,False,0.29145956053397554,True
1,TRANSFER,490341.11,C242408359,20846.0,0.0,C1504109395,0.0,593737.38,0,0,False,False,0.919954044361787,True
1,TRANSFER,421520.68,C501951555,80772.0,0.0,C2083117811,31429.67,290772.6,0,0,False,False,0.7200681596008853,True
1,TRANSFER,722161.86,C366916060,11120.0,0.0,C836514715,0.0,708608.07,0,0,False,False,1.5932671247898782,True
1,TRANSFER,259096.62,C1769598893,37079.31,0.0,C1335050193,272725.11,353532.56,0,0,False,False,0.2483146855299183,True
1,TRANSFER,244964.08,C1405055124,18879.0,0.0,C811597470,19600.0,204822.85,0,0,False,False,0.2072673502863164,True
1,TRANSFER,221452.04,C1997625595,0.0,0.0,C22805895,277459.65,651524.92,0,0,False,False,0.13897767354448684,True
1,TRANSFER,354832.51,C152848959,2805.0,0.0,C1100767002,13865.06,233370.36,0,0,False,False,0.5263753293826576,True
1,TRANSFER,206336.47,C435803541,89305.99,0.0,C812586739,64101.75,122027.28,0,0,False,False,0.09507517129166242,True
1,TRANSFER,301706.01,C211199210,33251.0,0.0,C884457408,1594.8,502480.02,0,0,False,False,0.372071767827607,True
1,TRANSFER,229316.19,C1745903324,24338.59,0.0,C747464370,1395069.49,1567434.81,0,0,False,False,0.16181874821726128,True
1,TRANSFER,498178.68,C1191874608,8708.0,0.0,C728885526,46204.7,897150.84,0,0,False,False,0.9427179186041524,True
1,TRANSFER,300932.58,C906448455,492.0,0.0,C1850180796,0.0,1268668.92,0,0,False,False,0.36982537471656973,True
1,TRANSFER,297448.33,C1968196847,0.0,0.0,C1816757085,8563397.83,10681238.79,0,0,False,False,0.35970552521870736,True
1,TRANSFER,287509.05,C1821010113,0.0,0.0,C1850180796,300932.58,1268668.92,0,0,False,False,0.33083732755289297,True
1,TRANSFER,1212719.61,C1444494461,0.0,0.0,C1262822392,9615567.18,12494367.15,0,0,False,False,3.0180703392578394,True
1,TRANSFER,210650.2,C684230144,0.0,0.0,C1740000325,217142.53,1363368.51,0,0,False,False,0.10760420863812549,True
1,TRANSFER,1636507.63,C1602785474,0.0,0.0,C1262822392,10828286.78,12494367.15,0,0,False,False,4.248943836107114,True
1,TRANSFER,651387.84,C1618683794,0.0,0.0,C248609774,5405684.33,6453430.91,0,0,False,False,1.3877071245721266,True
1,TRANSFER,548288.31,C2141066548,0.0,0.0,C1883840933,13888764.65,16874643.09,0,0,False,False,1.0882591151295364,True
1,TRANSFER,2107293.71,C327840833,0.0,0.0,C1816757085,8860846.16,10681238.79,0,0,False,False,5.616321112504787,True
1,TRANSFER,1918461.7,C136312946,0.0,0.0,C1782113663,2490204.7,3997768.55,0,0,False,False,5.067866919614254,True
1,TRANSFER,291753.7,C828447060,0.0,0.0,C1816757085,10968139.88,10681238.79,0,0,False,False,0.3431657251050496,True
1,TRANSFER,556542.19,C1046056441,0.0,0.0,C1721246982,1183111.79,1114787.21,0,0,False,False,1.1122321432915268,True
1,TRANSFER,331545.25,C1466413743,5265590.36,4934045.11,C1023714065,1543990.84,1412484.09,0,0,False,False,0.45873851617534167,True
1,TRANSFER,252129.73,C2030121719,4891515.83,4639386.1,C1899073220,844104.14,420946.86,0,0,False,False,0.2280796627077436,True
1,TRANSFER,473469.94,C573102881,4639386.1,4165916.16,C392292416,2743237.78,3420103.09,0,0,False,False,0.8709524798205371,True
1,TRANSFER,2317408.88,C1219553025,4165916.16,1848507.28,C1883840933,14437052.95,16874643.09,0,0,False,False,6.226591299092364,True
1,TRANSFER,864389.49,C605686842,1848507.28,984117.79,C33524623,1751348.58,1517262.16,0,0,False,False,2.0063609642209337,True
1,TRANSFER,276094.92,C1417413828,984117.79,708022.87,C22805895,280157.9,651524.92,0,0,False,False,0.2976854935142804,True
1,TRANSFER,2604219.11,C195163481,575667.54,0.0,C97730845,7263554.62,9940339.29,0,0,False,False,7.059618883808527,True
1,TRANSFER,249740.75,C1062181581,2748.22,0.0,C968113504,6072.0,241220.25,0,0,False,False,0.22114097631801746,True
1,TRANSFER,416106.78,C967460257,12283.0,0.0,C1831477404,291247.23,247063.16,0,0,False,False,0.7043437273137427,True
1,TRANSFER,272709.33,C1012552887,76067.0,0.0,C1935365522,0.0,158433.78,0,0,False,False,0.28785219760799713,True
1,TRANSFER,236343.99,C1511004956,43010.81,0.0,C1826334428,8061.0,33316.54,0,0,False,False,0.18223068143131796,True
1,TRANSFER,383736.31,C340789130,11294.0,0.0,C1259769769,21835.74,252055.24,0,0,False,False,0.6103251337641785,True
1,TRANSFER,302665.03,C1580874189,40130.0,0.0,C1577213552,0.0,217862.21,0,0,False,False,0.3748571988573667,True
1,TRANSFER,373610.77,C2012095985,17159.94,0.0,C884457408,38202.14,502480.02,0,0,False,False,0.5809159521943758,True
1,TRANSFER,345858.07,C945064729,21523.0,0.0,C657736958,0.0,45881.29,0,0,False,False,0.5003094666783178,True
1,TRANSFER,235238.66,C1872047468,235238.66,0.0,C116289363,0.0,0.0,1,0,False,False,0.17902029949963336,True
1,TRANSFER,200612.49,C1285072597,26019.0,0.0,C728885526,696538.35,897150.84,0,0,False,False,0.078450125405525,True
1,TRANSFER,601898.44,C1939869193,32239.0,0.0,C2063763486,0.0,601898.44,0,0,False,False,1.2439673585566255,True
1,TRANSFER,383533.35,C960004592,10339.0,0.0,C1997859171,0.0,383533.35,0,0,False,False,0.6097356454513173,True
1,TRANSFER,347391.16,C902654164,45584.0,0.0,C801142660,13993.0,637928.74,0,0,False,False,0.5047622585464896,True
1,TRANSFER,279422.78,C426052262,3561.0,0.0,C453211571,3461666.05,3726770.23,0,0,False,False,0.3073511151975571,True
1,TRANSFER,219583.95,C1994085390,39387.0,0.0,C1997859171,383533.35,393957.76,0,0,False,False,0.1335518890432422,True
1,TRANSFER,277611.59,C811792884,0.0,0.0,C1899073220,309810.71,877201.48,0,0,False,False,0.30209059422115375,True
1,TRANSFER,1755646.72,C538375433,0.0,0.0,C932583850,2719172.89,4410975.57,0,0,False,False,4.594978035751881,True
1,TRANSFER,2441078.3,C1864007931,0.0,0.0,C667346055,8996943.02,10695480.59,0,0,False,False,6.585783641171127,True
1,TRANSFER,1147953.82,C1512273713,0.0,0.0,C657736958,4708479.3,5579568.65,0,0,False,False,2.8299609764365266,True
1,TRANSFER,395709.23,C2099878104,0.0,0.0,C998351292,446219.81,1097218.45,0,0,False,False,0.6450999485593126,True
1,TRANSFER,2032275.62,C1369885738,0.0,0.0,C392292416,3420103.09,5056707.37,0,0,False,False,5.3984343993191395,True
1,TRANSFER,957339.52,C555943503,0.0,0.0,C665576141,5652327.61,6609667.12,0,0,False,False,2.2763302013370397,True
1,TRANSFER,459709.79,C1332439166,0.0,0.0,C1122118227,710039.06,11073556.18,0,0,False,False,0.8309867348056814,True
1,TRANSFER,637758.38,C684407333,0.0,0.0,C564160838,1181971.26,1070702.75,0,0,False,False,1.3481209628623942,True
2,TRANSFER,365254.36,C316731851,24354.0,0.0,C1504109395,296699.75,1528227.01,0,0,False,False,0.5566451301975522,True
2,TRANSFER,1096187.24,C1093223281,1096187.24,0.0,C2063275841,0.0,0.0,1,0,False,False,2.6796072421697392,True
2,TRANSFER,203330.05,C778330045,162442.0,0.0,C2118255842,113152.38,379539.92,0,0,False,False,0.08634315782323636,True
2,TRANSFER,336413.4,C1361931872,10162.0,0.0,C542895457,254.0,187096.37,0,0,False,False,0.47287784180726217,True
2,TRANSFER,963532.14,C1440057381,963532.14,0.0,C268086000,0.0,0.0,1,0,False,False,2.2943163913054554,True
2,TRANSFER,203471.91,C317053574,59971.0,0.0,C453211571,3523298.32,3726770.23,0,0,False,False,0.08675518389764747,True
2,TRANSFER,308871.37,C1074976188,31486.0,0.0,C1850042097,0.0,308871.37,0,0,False,False,0.39288323795690394,True
2,TRANSFER,448593.63,C1403780103,4580.0,0.0,C214187874,0.0,448593.63,0,0,False,False,0.7987003414084918,True
2,TRANSFER,235882.32,C216919586,137806.0,0.0,C885951223,281857.03,68880.79,0,0,False,False,0.18088978140471884,True
2,TRANSFER,217743.76,C2020935882,0.0,0.0,C644345897,1096187.24,1313931.0,0,0,False,False,0.1282071388538266,True
2,TRANSFER,1773020.91,C1406018450,0.0,0.0,C1122118227,11284687.61,13060826.21,0,0,False,False,4.645440599559663,True
2,TRANSFER,1869161.56,C53301881,0.0,0.0,C1916720513,2906551.06,6235766.54,0,0,False,False,4.924676850869604,True
2,TRANSFER,939018.7,C1561005241,0.0,0.0,C1023714065,1791001.63,2485918.01,0,0,False,False,2.2231181927046433,True
2,TRANSFER,721458.64,C2138793529,0.0,0.0,C977993101,1043601.01,1748436.14,0,0,False,False,1.5912246535079995,True
2,TRANSFER,1487557.25,C380394805,0.0,0.0,C11003494,10155564.02,11157336.25,0,0,False,False,3.8163240676492225,True
2,TRANSFER,418492.9,C962969081,0.0,0.0,C1453128758,592289.45,486798.02,0,0,False,False,0.7112741069603924,True
2,TRANSFER,490747.67,C1007550632,0.0,0.0,C1870252780,7416184.79,7103899.5,0,0,False,False,0.9211348798391068,True
2,TRANSFER,257641.56,C409007038,0.0,0.0,C306206744,3541578.38,7173523.49,0,0,False,False,0.24408852833386188,True
2,TRANSFER,984994.76,C1825656946,0.0,0.0,C909295153,5729799.14,7473141.22,0,0,False,False,2.356653618608264,True
2,TRANSFER,884591.4,C2026873444,0.0,0.0,C1899073220,926569.1,3208966.39,0,0,False,False,2.065036515277649,True
2,TRANSFER,376507.72,C873002645,0.0,0.0,C909295153,6714793.9,7473141.22,0,0,False,False,0.5893300149059584,True
2,TRANSFER,507138.3,C728370857,0.0,0.0,C657736958,5579568.65,5792135.89,0,0,False,False,0.9687407372761874,True
2,TRANSFER,603258.56,C1306429814,0.0,0.0,C248609774,6697471.07,7760414.85,0,0,False,False,1.2479177667360137,True
2,TRANSFER,256227.34,C2077150966,83198.0,0.0,C575335780,52415.15,140163.41,0,0,False,False,0.2399809891053717,True
2,TRANSFER,303473.14,C900824070,798.0,0.0,C790722099,0.0,303473.14,0,0,False,False,0.3772043184893441,True
2,TRANSFER,227236.78,C1070523353,0.0,0.0,C173783788,312451.7,549946.93,0,0,False,False,0.15577919415416303,True
2,TRANSFER,351219.8,C164183318,0.0,0.0,C885951223,517739.35,68880.79,0,0,False,False,0.515882373515707,True
2,TRANSFER,1231953.95,C22179697,0.0,0.0,C1916720513,4775712.62,6235766.54,0,0,False,False,3.0739356261892343,True
2,TRANSFER,2474181.78,C1238013097,0.0,0.0,C306206744,3799219.95,7173523.49,0,0,False,False,6.681931229735524,True
2,TRANSFER,367966.09,C162214155,0.0,0.0,C1916720513,6007666.57,6235766.54,0,0,False,False,0.5645212296389926,True
2,TRANSFER,602938.9,C1530977859,0.0,0.0,C909295153,7091301.63,7473141.22,0,0,False,False,1.2469893284521687,True
2,TRANSFER,1232150.93,C1241189309,0.0,0.0,C1899073220,1811160.5,3208966.39,0,0,False,False,3.0745077458574808,True
2,TRANSFER,521278.47,C1418310135,0.0,0.0,C306206744,6273401.72,7173523.49,0,0,False,False,1.009810233516178,True
2,TRANSFER,844849.66,C83554564,0.0,0.0,C1538745405,916428.49,270110.78,0,0,False,False,1.9496083951418446,True
2,TRANSFER,378843.29,C1502971166,0.0,0.0,C306206744,6794680.19,7173523.49,0,0,False,False,0.5961135743209609,True
2,TRANSFER,285251.82,C1218632562,0.0,0.0,C985934102,1319120.27,1116289.38,0,0,False,False,0.32428130319124854,True
2,TRANSFER,232336.31,C1371397528,0.0,0.0,C2083562754,1575612.32,2051802.27,0,0,False,False,0.17059055272769652,True
2,TRANSFER,896122.8,C35419258,0.0,0.0,C977993101,1765059.65,1748436.14,0,0,False,False,2.0985289548269495,True
2,TRANSFER,414959.03,C2010426450,0.0,0.0,C1916720513,6375632.67,6235766.54,0,0,False,False,0.7010101383746105,True
2,TRANSFER,317831.06,C703824017,0.0,0.0,C1789550256,3964356.31,2943614.6,0,0,False,False,0.41890625994083236,True
2,TRANSFER,548202.26,C371054890,0.0,0.0,C453211571,3726770.23,3809570.13,0,0,False,False,1.0880091867233395,True
2,TRANSFER,243853.63,C623330465,0.0,0.0,C2083562754,1807948.63,2051802.27,0,0,False,False,0.20404209754185174,True
2,TRANSFER,1339661.93,C283492252,0.0,0.0,C1899073220,3043311.43,3208966.39,0,0,False,False,3.386768674138942,True
2,TRANSFER,744654.21,C1758060579,0.0,0.0,C665576141,6942242.08,6818933.6,0,0,False,False,1.6585951571794153,True
3,TRANSFER,206925.43,C1511319053,0.0,0.0,C11003494,11157336.25,10946411.29,0,0,False,False,0.09678577947427301,True
3,TRANSFER,572492.51,C260580453,0.0,0.0,C1262822392,11565917.93,12138410.45,0,0,False,False,1.1585591398740753,True
3,TRANSFER,707899.22,C1928117427,0.0,0.0,C306206744,7173523.49,7801173.17,0,0,False,False,1.5518419198699696,True
3,TRANSFER,979818.78,C1246807878,0.0,0.0,C985934102,1116289.38,1796138.08,0,0,False,False,2.3416202144024965,True
3,TRANSFER,280567.17,C923366543,0.0,0.0,C667346055,9989133.64,10670907.24,0,0,False,False,0.31067494516580224,True
3,TRANSFER,2837270.65,C1861416877,0.0,0.0,C97730845,9126860.4,12946583.44,0,0,False,False,7.736506739170528,True
3,TRANSFER,525371.52,C584349634,0.0,0.0,C1504109395,930271.58,1640678.66,0,0,False,False,1.021698315596174,True
3,TRANSFER,1197188.79,C1585824283,0.0,0.0,C451111351,2560556.45,3757745.24,0,0,False,False,2.9729617618083477,True
3,TRANSFER,521678.46,C954742840,0.0,0.0,C667346055,10269700.81,10670907.24,0,0,False,False,1.0109719867200673,True
3,TRANSFER,1610264.08,C964895360,0.0,0.0,C1255024717,6349066.6,7810214.06,0,0,False,False,4.172720609791659,True
3,TRANSFER,708855.97,C115297013,0.0,0.0,C991505714,1066634.1,2109808.94,0,0,False,False,1.5546207577854694,True
3,TRANSFER,630132.72,C652803980,0.0,0.0,C1721246982,1177171.25,1628181.42,0,0,False,False,1.325972571810699,True
